"year","column_number","variable_name","variable_label","value_labels","variable_class","example_values","block","question","subitem","activity_number","questionnaire_section","file_component","readable_description"
"2022",51,"b5pt2q11_cperv1","(Subsidiary)  Eligble Of Paid Leave","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character","2, , 1",5,11,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  Eligble Of Paid Leave"
"2022",52,"b5pt2q12_cperv1","(Subsidiary)  Social Security Benefits","0 = only PF/ pension (i.e., GPF, CPF, PPF, pension,  etc.); 0 = only gratuity; 0 = only health care &  maternity benefits; 0 = only PF/ pension  and gratuity; 0 = only PF/ pension and health care & maternity benefits; 0 = only gratuity and health care & maternity benefits; 0 = PF/ pension, gratuity, health care  & maternity benefits; 0 = not  eligible for  any of above social security benefit; 0 = not known","haven_labelled/vctrs_vctr/character","8, , 7, 1, 5, 2, 9, 3, 6, 4",5,12,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  Social Security Benefits"
"2022",53,"b5pt2q13_cperv1","(Subsidiary) Usage of product of the economic activity","0 = for own consumption and intended to sell some part of it (le; 0 = for own consumption and intended to sell major part of it (m; 0 = the entire produce is for selling; 0 = for own consumption only and did not intend to sell any part","haven_labelled/vctrs_vctr/character",", 3, 4, 2, 1",5,13,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary) Usage of product of the economic activity"
"2022",54,"b5pt3q5_cperv1","Ever Worked Prior to last 365 days","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character","1, , 2",5,5,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Ever Worked Prior to last 365 days"
"2022",55,"b5pt3q6_cperv1","Duration of engagement in the economic activity in usual Principal Activity Status","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year-; 3 =  more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","5, 4, 1, 3, 2",5,6,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of engagement in the economic activity in usual Principal Activity Status"
"2022",56,"b5pt3q7_cperv1","Duration of engagement in the economic activity in Subsidiary Activity Status","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year-; 3 =  more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","5, 1, 3, 2, 4",5,7,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of engagement in the economic activity in Subsidiary Activity Status"
"2022",57,"b5pt3q8_cperv1","Efforts undertaken to search work","1 = apply to prospective employers/place or answer job advertise; 2 = register with employment exchange; 3 = register with private employment center; 4 = seek financial help to start a business; 5 = seek help from relatives, friends; 6 = apply for permit or license to start a business; 7 = others","haven_labelled/vctrs_vctr/double","1, 7, 4, 3, 2, 5, 6",5,8,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Efforts undertaken to search work"
"2022",58,"b5pt3q9_cperv1","Duration of spell of Unemployment","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year; 3 = more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","1, 2, 3, 5, 4",5,9,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of spell of Unemployment"
"2022",59,"b5pt3q10_cperv1","Whether Ever Worked","1 = yes; 2 = No","haven_labelled/vctrs_vctr/double","2, 1",5,10,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Whether Ever Worked"
"2022",60,"b5pt3q11_cperv1","Reason for not working in last 365 days","1 = retrenchment/lay-off without pay; 2 = end of contract/quit; 3 = not operating the unit; 4 = lack of work in the area; 5 = retiremement; 6 = child care; 7 = household responsibilities other than child care; 8 = health related reasons; 10 = no financial need; 19 = others","haven_labelled/vctrs_vctr/double","9, 2, 1, 4, 3, 19, 6, 8, 10, 7",5,11,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Reason for not working in last 365 days"
"2022",61,"b5pt3q12_cperv1","Main reason for being in Principal activity status (91 to 97)","1 = did not have the required training/qualification/age for wor; 2 = non availability of work at a convenient location; 3 = health/age related reason; 4 = want to continue study; 5 = social reasons; 6 = financially well-off; 7 = child care/personal commitments in home making-; 9 = others","haven_labelled/vctrs_vctr/double","4, 7, 9, 3, 1, 6, 5, 2",5,12,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Main reason for being in Principal activity status (91 to 97)"
"2022",62,"b6q4_3pt1_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 31, 21, 51, 91, 99, 92, 81, 94, 95",6,4,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2022",63,"b6q5_3pt1_cperv1","Industry Code (NIC) for activity 1","","character","01, 84, 41, , 85, 96, 23, 45, 47, 49",6,5,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2022",64,"b6q6_3pt1_cperv1","hours actuallly worked for activity 1 on 7 th day","","numeric","8, 6, 0, 9, 10, 12, 5, 7, 4, 11",6,6,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 7 th day"
"2022",65,"b6q9_3pt1_cperv1","wage earning for activity 1 on 7 th day","","numeric","0, 550, 600, 500, 400, 700, 300, 350, 250, 450",6,9,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 7 th day"
"2022",66,"b6q4_act2_3pt1_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 31, 21, 51, 41, 42, 12, 62, 61",6,4,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2022",67,"b6q5_act2_3pt1_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 85, 47, 41, 03, 42, 91, 14, 84",6,5,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2022",68,"b6q6_act2_3pt1_cperv1","hours actuallly worked for activity 2 on 7 th day","","character","0, 2, 3, 1, 4, 6, 5, 7, 8, 9",6,6,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 7 th day"
"2022",69,"b6q9_act2_3pt1_cperv1","wage earning for activity 2 on 7 th day","","character","0, 150, 600, 200, 125, 500, 190, 400, 300, 250",6,9,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 7 th day"
"2022",70,"b6q7_act2_3pt1_cperv1","total hours actually worked on 7th day","","character","8, 6, 0, 10, 9, 12, 5, 7, 4, 11",6,7,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 7th day"
"2022",71,"b6q8_3pt1_cperv1","hours available for aditional worked on 7th day","","character","0, 1, 2, 4, 5, 3, 6, 7, 8",6,8,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 7th day"
"2022",72,"b6q4_3pt2_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 31, 21, 51, 91, 99, 92, 81, 94, 62",6,4,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2022",73,"b6q5_3pt2_cperv1","Industry Code (NIC) for activity 1","","character","01, 84, 41, , 02, 85, 96, 23, 45, 15",6,5,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2022",74,"b6q6_3pt2_cperv1","hours actuallly worked for activity 1 on 6 th day","","character","8, 6, 0, 9, 10, 12, 5, 7, 4, 11",6,6,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 6 th day"
"2022",75,"b6q9_3pt2_cperv1","wage earning for activity 1 on 7 th day","","character","0, 550, 600, 500, 400, 700, 300, 350, 250, 450",6,9,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 7 th day"
"2022",76,"b6q4_act2_3pt2_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 51, 31, 21, 41, 42, 72, 12, 62",6,4,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2022",77,"b6q5_act2_3pt2_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 85, 90, 41, 47, 03, 42, 91, 14",6,5,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2022",78,"b6q6_act2_3pt2_cperv1","hours actuallly worked for activity 2 on 6 th day","","numeric","0, 2, 3, 1, 4, 7, 6, 5, 8, 9",6,6,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 6 th day"
"2022",79,"b6q9_act2_3pt2_cperv1","wage earning for activity 2 on 6 th day","","numeric","0, 300, 150, 600, 200, 125, 500, 190, 350, 400",6,9,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 6 th day"
"2022",80,"b6q7_3pt2_cperv1","total hours actually worked on 6th day","","numeric","8, 6, 0, 10, 9, 12, 5, 7, 4, 11",6,7,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 6th day"
"2022",81,"b6q8_3pt2_cperv1","hours available for aditional worked on 6th day","","numeric","0, 2, 1, 4, 3, 5, 6, 8",6,8,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 6th day"
"2022",82,"b6q4_3pt3_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 31, 21, 51, 91, 99, 92, 81, 94, 62",6,4,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2022",83,"b6q5_3pt3_cperv1","Industry Code (NIC) for activity 1","","character","01, 84, 41, , 85, 96, 23, 45, 02, 47",6,5,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
